Defect ID,Title,App / Module / Page,Journey,Steps to Reproduce,Expected,Actual,Severity,Type,Repro Rate,Evidence,Status
PX-321,'Training' and 'My Work' are two hub tiles that open the same page at the same place,/portal hub,Employee opens their training,1. Read both tiles on /portal  2. Click Training,Training deep-links or scrolls to the Training compliance section,"The hub presents My Work (badge 1) and Training (badge 17) as separate destinations with separate badges and descriptions. Both route to /portal/work and land at the top of the page; the Training tile does not deep-link or scroll to the Training compliance section, which sits below the assigned-actions list. A user who taps Training because they have 17 outstanding modules arrives somewhere that does not mention training until they scroll.",P3,UX,2/2,Hub tile routing table,New
PX-322,"Three different names for one report type, two of them on the same card","Portal /portal/report, /portal/track, RTA form and references",Log or track a road traffic incident,1. Compare the chooser card title and description with the reference prefix and form title,One term applied consistently,"'RTA' is used in reference numbers, the route /portal/report/rta, the form title 'RTA Report' and the API report_type. 'Road Traffic Collision' is used on the chooser card title and the track filter. 'RTC' is used in the chooser card description - 'Report an RTC involving a company vehicle' - on the same card as 'Road Traffic Collision'. RTA (Accident) and RTC (Collision) are not interchangeable in UK practice; the sector moved deliberately from Accident to Collision, so this is not merely a style inconsistency.",P3,Content,2/2,Term usage captured across all four surfaces,New
PX-323,The same report type uses two different slugs on two adjacent screens,Portal /portal/report vs /portal/track,Filter reports by type,1. Inspect the filter option values on each screen,One convention,/portal/report uses near-miss (hyphen); /portal/track uses near_miss (underscore); the API returns report_type near_miss. Two conventions for one value on adjacent screens - the kind of divergence that silently breaks deep links and saved filter presets later.,P3,Data,2/2,Option values enumerated on both screens,New
PX-324,GPS captures coordinates only; formattedAddress is hard-coded null,Portal intake forms - Location field GPS control,Capture the location of an incident,1. Open a portal intake form  2. Reach the Location field  3. Tap GPS,A human-readable location alongside the coordinates,"The geolocation hook returns a formattedAddress field and hard-codes it to null - no reverse geocoding is performed. A fitter who taps GPS contributes latitude and longitude only; the HSEQ controller triaging the incident an hour later reads coordinates rather than a place. The field exists in the returned shape, so the intent was there. VERIFIED IN CODE from the deployed bundle, not functionally executed - the live control was unreachable (see Not Tested).",P3,Data,Code-verified,"Deployed bundle: getCurrentPosition handler returning {latitude, longitude, accuracy, isLoading, error, formattedAddress:null}",New
PX-326,Photo input does not request the camera on mobile,Portal intake forms - evidence/photo upload,Photograph a hazard from a handset,1. Open a portal intake form on a phone  2. Reach the evidence step  3. Tap Upload photos,Camera opens directly for a hazard photo,"The input sets accept=image/* but no capture attribute - capture= appears ZERO times across all deployed bundles. On a handset this opens a source chooser (Photo Library / Take Photo / Browse) rather than going straight to the camera. capture=environment would remove a tap from every photo on the journey the portal exists to serve, for a fitter working one-handed. VERIFIED IN CODE.",P3,UX,Code-verified,Deployed bundle: file input attributes; zero occurrences of capture=,New
PX-330,All three microphone buttons are unnamed to assistive technology,Portal /portal/report/near-miss What Happened step,Dictate a report description using a screen reader,1. Reach the What Happened step  2. Inspect the voice-input controls,Accessible name on every control,"The three voice-input controls are button elements containing only a lucide-mic SVG, each with aria-label null and title empty. A screen-reader user hears button three times with no indication of purpose. The file-remove controls on the same step are also icon-only. Same pattern as PX-304.",P3,Accessibility,2/2,"DOM audit of every unnamed button on the step, with SVG class and path signature",New
PX-331,Developer debug logging left in the production build,Portal - all intake form routes,Any portal report journey,1. Open any portal intake form  2. Read the console,No debug instrumentation in a production environment serving statutory records,"The production bundle logs [PortalDynamicForm] Route debug: Object on every route evaluation, dominating the console - 144 messages captured in a single form session, the overwhelming majority this one line. Also observed while reading the console: three different bundle hashes across the day (index--6-7Brjw, index-BXBinxS6, index-Cv6v1U4V), corroborating PX-191 - the build changed mid-run.",P3,Content,2/2,Console read with pattern filter; message counts,New
PX-332,Master Defect Register stale vs tip — next-free ID and status-sync required,Governance / UAT register,Programme hygiene,Compare docs/uat register header (historically PX-168 / early Run021) and CSV Status=New×205 against merged walk-away PRs on tip,Register next-free ID and Status column match measured tip and handoffs,CSV was 208 rows all largely New; not in repo; tip includes B-13/C-24 merges and open PX-312/C-33/residue PRs,P3,Documentation,1/1,Closed by this re-issue (docs/uat + docs/evidence w6 pack) on tip 49235c25; staging measured 20b85514,Closed — register re-issued
PX-333,N-1 — 84 closed cases do not meet the closure standard now enforced,Incidents / Complaints / Near misses closure,Close a case / reopen historic case,Inspect production closed estate vs #1380 closure gate (lessons learnt + incomplete actions),Historic closed estate either meets current gate or has recorded grandfathering,84 closed cases lack lessons learnt; 3 incidents closed with incomplete actions — business decision required,P1,Data,Measured 2026-07-28,Handed to business — GitHub issue #1522 (walk-away definition B),Handed off — business
PX-334,N-2 — near-miss lifecycle has only two states (REPORTED/CLOSED),Near misses,Investigate near miss,Inspect near_misses.status enum and live distribution,Parity with incidents (in-progress / investigated) or explicit product decision to keep two-state,Only REPORTED and CLOSED; under-investigation indistinguishable from untouched,P2,Functional,Measured 2026-07-28,Handed to business — GitHub issue #1522,Handed off — business
PX-335,N-3 — production App Services live in rg-qgp-staging,Azure / infrastructure,Ops / blast-radius isolation,az resource list — prod app/worker/beat resource group,Production hosting isolated from staging RG,app-qgp-prod (+worker/beat) in rg-qgp-staging,P2,Configuration,Measured 2026-07-28,IT handoff issue #1520,Handed off — IT
PX-336,N-4 — incident and complaint taxonomies are single-option stubs,Lookups / portal intake,Log incident / complaint,Open portal intake taxonomy dropdowns on production/staging,Meaningful multi-option taxonomies,Single-option stubs (related PX-119/120),P2,Configuration,Measured Run021 + 2026-07-28,Linked to PX-119/120; remains open pending config/seed ownership,Open
PX-337,N-5 — duplicate lookup categories workforce_roles and roles,/admin/lookups,Configure workforce role lookups,Compare workforce_roles vs roles label sets,Single canonical role lookup,Identical seven-option label sets in two categories,P3,Configuration,Measured 2026-07-28,Still open — config hygiene,Open
PX-338,C-34 — production apps West Europe vs data plane UK South (~55ms),Azure / region topology,Platform latency,Measure readyz database_latency_ms; compare app region vs DB region,Co-located app and data plane or formal exception,"Apps West Europe, DB/Redis/DI UK South; ~55ms RTT",P2,Configuration,Measured ~2026-07-28,IT handoff issue #1519,Handed off — IT
PX-339,C-33 — production Application Insights connection string empty / no traces,Observability,Ops telemetry,Check APPLICATIONINSIGHTS_CONNECTION_STRING on app-qgp-prod; query App Insights,Non-empty connection string; traces visible,Walk-away Phase 1a in flight — exporter PR #1528 OPEN (2026-08-02),P1,Observability,Measured pre-walk-away,PR #1528 OPEN; not closed until telemetry observed,In progress — code PR open
PX-340,C-24 — document-control / IMS tables declared but unmigrated (absent-table class),Schema / document-control / IMS,"Document approval, IMS controls, management review",alembic upgrade head then hit document-control child / IMS endpoints,Tables exist via migration chain; alembic check green without exclusion,Documents cluster created #1525; IMS unification created #1527 on tip 49235c25. Staging at retest was 20b85514 (docs only). Drifted present tables deferred (issue filed in C-24 track).,P1,Data,Measured absent-table disclosure,#1525 MERGED; #1527 MERGED on tip; staging promote lag noted in w6-retest evidence,Code closed on tip — staging lag
PX-341,B-13 — superuser list/search endpoints not tenant-scoped,API tenancy / authz,Superuser list incidents/docs/risks/NM/RTA/complaints,"As superuser, list registers and semantic document search across tenants",Caller tenant scope enforced,Closed in code by #1510–#1518 (B-13/C-2 lane) on tip,P0,Security,Code review + unit tests in those PRs,PRs #1510–#1518 MERGED; included in tip 49235c25 / staging ≥1cfd8d15,Closed — code
